"id","question_text","category","difficulty","expected_answer","created_at","skills","question_type","source"
3153,"Explain why Context Relevancy is considered a ""reference-free"" metric while Context Precision and Context Recall are ""reference-dependent."" When would you prefer using Context Relevancy over the other two metrics?",Interview,Intermediate,"Context Relevancy is considered a ""reference-free"" metric because it evaluates how relevant the retrieved context is to the user’s query without needing a reference answer. It measures the proportion of statements in the retrieved context that are relevant to the query. 

In contrast, Context Precision and Context Recall are ""reference-dependent"" as they require a reference answer to determine relevance and completeness of retrieval. 

Context Relevancy is preferred when reference answers are unavailable. The Context Relevancy metric offers a way to assess retrieval quality based solely on the query and retrieved context itself. This is useful for real-time scenarios where ground truth may not exist.",2026-06-11 17:40:12.591,"{""Data Retrieval""}",Technical,github_rag_repo
3155,"Suppose a RAG retriever retrieves all relevant chunks but includes many irrelevant ones, leading to low Context Relevancy. How would you improve the retriever to address this issue?",RAG (Retrieval-Augmented Generation),Intermediate,"A RAG retriever retrieving all relevant chunks along with many irrelevant ones results in low context relevancy scores. This can be addressed by improving the retriever by refining its filtering and ranking mechanisms. Techniques such as enhancing embedding model quality, applying stricter similarity thresholds, or integrating a re-ranking model can help prioritize highly relevant chunks and suppress noise. 

Additionally, improving the chunking strategy to create more precise and semantically coherent chunks can reduce irrelevant retrievals. These optimizations ensure retrieved context is both comprehensive and focused on the most relevant information.",2026-06-11 17:40:12.591,"{""Data Science"",""Natural Language Processing""}",Technical,github_rag_repo
3055,Explain why RAG is required when LLMs are already powerful.,NLP,Advanced,"LLMs are powerful, as they are trained on large volumes of data using sophisticated techniques. However, LLMs because of knowledge cutoff (static knowledge), struggle to answer queries related to the latest events or the data not present in their training corpus. 

RAG addresses this challenge by retrieving relevant context from external knowledge sources, which allows LLMs to provide accurate responses. This is why RAG is essential for LLM-based applications that need to be accurate. Otherwise, LLMs alone might provide you answers that are incomplete or outdated.",2026-06-11 17:40:12.591,{NLP},Technical,github_rag_repo
3056,Is RAG still relevant in the era of long context LLMs?,NLP,Advanced,"RAG is still important even with long context LLMs. This is because long-context LLMs without RAG have three big problems: lost in the middle, high API costs, and increased latency.

Long-context LLMs often struggle to find the most relevant  information in large contexts, which hurts the quality of generated responses. Furthermore, processing lengthy sequences in each API call results in high latency and high API costs.

RAG addresses these issues by providing the most relevant information from external knowledge sources. So, you still need RAG to get accurate and cost-efficient responses, even with long context LLMs.",2026-06-11 17:40:12.591,{NLP},Technical,github_rag_repo
3057,What are the fundamental challenges of RAG systems?,NLP,Intermediate,"RAG is powerful, but it has to deal with the following challenges:

Scalability: Searching and retrieving from large, dynamic knowledge sources quickly and efficiently requires a lot of computing power and well-optimized indexing, which can be expensive or take a long time.

Latency - The two-step process (retrieval then generation) can cause delays, making it less suitable for real-time applications without careful optimization.

Hallucination Risk - Even with retrieval, the model might generate plausible but unsupported details if the retrieved data is ambiguous or insufficient.

Bias and Noise - Retrieved content might carry biases, errors, or irrelevant noise from the web or other sources, which can propagate into the output.",2026-06-11 17:40:12.591,{NLP},Technical,github_rag_repo
3058,Can you give examples of real-world applications where RAG systems have demonstrated value?,NLP,Advanced,"AI search engines are a great example of how RAG systems have changed the way people find information online. AI search engines give you accurate, relevant answers by combining information retrieval with generative AI. 

For instance, RAG-based AI search platforms like Perplexity AI improve the user experience by fetching the most recent and relevant information from large knowledge bases and then giving it back in the format that the user wants.",2026-06-11 17:40:12.591,{NLP},Technical,github_rag_repo
3059,Explain the steps in the indexing process in a RAG pipeline.,NLP,Intermediate,"There are four steps in the indexing process of a RAG pipeline: parsing, chunking, encoding, and storing. The parsing step deals with extracting the document content. Then, the chunking step splits the extracted content into smaller pieces called chunks. 

The encoding step uses an embedding model to convert chunks into dense numerical vectors called embeddings. Finally, these embeddings are saved in a vector database for efficient search and retrieval.

All these steps in the indexing process are performed offline.",2026-06-11 17:40:12.591,{NLP},Technical,github_rag_repo
3071,"How is the prompt provided to the LLM in a RAG system different from a standard, non-RAG prompt?",Natural Language Processing,Intermediate,"The prompt provided to the LLM without a RAG setup includes only the user query and the optional instructions. Here, the LLM generates the response based on its knowledge gained during training.

The prompt provided to the LLM with the RAG setup includes the user query, instructions, and relevant context. Here, the LLM generates the response as per the instructions solely based on the provided relevant context.",2026-06-11 17:40:12.591,{NLP},Technical,github_rag_repo
3109,When do you opt for hybrid search instead of semantic search?,Natural Language Processing,Intermediate,"Hybrid search is preferred over pure semantic search when there is a need to balance exact keyword matches with semantic understanding, especially in scenarios where users require both precision and contextual relevance. 

It is ideal for domains where queries may include specific terms, codes, or entities that must be matched exactly, while also benefiting from capturing synonyms or related concepts.",2026-06-11 17:40:12.591,{NLP},Technical,github_rag_repo
3063,"How does Response Relevancy differ from Context Relevancy, and why do you need both metrics to properly evaluate a RAG system?",NLP,Intermediate,"Response Relevancy measures how well a RAG system's generated response aligns with the user’s query by calculating the ratio of relevant statements in the response to the total statements. Context Relevancy evaluates the relevance of retrieved context to the query by measuring the proportion of relevant statements in the context. 

Both metrics are essential because Context Relevancy ensures the retriever fetches relevant context, while Response Relevancy verifies that the generator produces an answer directly addressing the query. 

A RAG system could retrieve relevant context but generate an off-topic response, or vice versa. Hence, evaluating both ensures the entire RAG pipeline—retrieval and generation—performs effectively. 

☕ Support the Author
------------------------------------------------------------------------------------------
I hope you found this “RAG Interview Questions and Answers Hub”  highly useful.  

I’ve made this freely available to help the AI and NLP community grow and to support learners like you. If you found it helpful and would like to show your appreciation, you can buy me a coffee to keep me motivated in creating more free resources like this.

 [Buy Me a Coffee](https://ko-fi.com/kalyanksnlp)

Your small gesture goes a long way in supporting my work—thank you for being part of this journey! 🙏

— Kalyan KS

--------------------------------------------------------------------------------------------",2026-06-11 17:40:12.591,"{""Understanding of RAG Systems""}",Technical,github_rag_repo
3064,The generator’s response mentions facts not present in the retrieved context. Describe how faithfulness and response relevancy metrics would be impacted.,NLP,Advanced,"The faithfulness metric measures the proportion of claims in the response that are backed up by context. Therefore, the score will decrease if the LLM-generated answer contains unsupported claims.

In the case of the Response Relevancy metric, the score will decrease only if the unsupported facts are irrelevant to the user query. Otherwise, the score will remain high.

This underscores a key difference between these two metrics: Faithfulness metric looks for answer’s factual consistency with the context, while Response Relevancy assesses answer’s relevancy with the query.",2026-06-11 17:40:12.591,"{""Factual Consistency Evaluation""}",Technical,github_rag_repo
3065,How does the Response Relevancy metric help evaluate whether a RAG generator is addressing the user’s query effectively?,NLP,Intermediate,"The Response Relevancy metric is computed as the ratio of relevant statements in the response to the total number of statements. So, this metric checks the effectiveness of the RAG generator by measuring how well the response aligns with the user query.

A score close to 1 means the answer directly addresses the query with little to no irrelevant content. A score close to 0 means that the answer contains information that is not related to the question.",2026-06-11 17:40:12.591,"{""Evaluation Metrics for RAG Systems""}",Technical,github_rag_repo
3066,"When evaluating RAG generator output, what are the risks of relying solely on response relevancy? How can including the faithfulness metric improve reliability?",NLP,Advanced,"The Response Relevancy metric tells you how relevant the answer is to the user query. But this metric doesn't check if the answer is based on the retrieved context, so it misses factual errors.

The faithfulness metric is the number of supported claims divided by the total number of claims. Adding the faithfulness metric makes the system more reliable by making sure that the claims in the LLM-generated response are supported by the context.
  
This dual evaluation ensures the RAG system delivers both relevant and factual responses, reducing the risk of misleading outputs.",2026-06-11 17:40:12.591,"{""Factual Consistency and Relevancy Evaluation""}",Technical,github_rag_repo
3067,How do you choose the chunk size for a RAG system?,RAG Systems Development,Intermediate,"Choosing the chunk size for a RAG system involves balancing granularity, context completeness, and computational efficiency. Smaller chunks (e.g., 100-200 tokens) allow precise retrieval but may lack sufficient context. Larger chunks (e.g., 500-1000 tokens) provide more context at the cost of increased computational load and potential noise. 

The optimal size depends on the use case, document structure, embedding model, and the generator (LLM) model. For example, smaller chunks are suitable for fact-based queries, and more complex queries benefit from larger ones.",2026-06-11 17:40:12.591,"{""Chunk Size Selection for RAG Systems""}",Technical,github_rag_repo
3101,What are the key considerations when choosing an embedding model for a RAG system?,Technical,Advanced,"When choosing an embedding model for a RAG system, key considerations include 

(i) the model's domain relevance to ensure it accurately captures domain-specific semantics,

(ii) embedding dimensionality, which balances retrieval precision against computational and storage costs, and 

(ii) embedding model performance on the specific dataset to ensure good retrieval quality. This is necessary, as the real-world data often differ from academic datasets. 

(iv) Additionally, factors such as embedding model size, API availability, latency, cost implications, and licensing should be considered to align with infrastructure constraints and use case requirements. 

Choosing the right embedding model directly impacts the effectiveness and scalability of the RAG system.",2026-06-11 17:40:12.591,"{Embeddings,""Model Selection""}",Technical,github_rag_repo
3072,What are the key hyperparameters in a RAG pipeline?,N/A,Advanced,"Chunk size, chunk overlap, embedding dimensionality, retrieval top-k, and retrieval threshold are some of the most important hyperparameters for retrieval in RAG. Temperature and max output length are two important hyperparameters for RAG generation.

The chunk size determines how much text is put into a segment before embedding, influencing the context granularity retrieved. Chunk overlap repeats a set of tokens at chunk boundaries, helping preserve important context across segments. Embedding dimensionality is the vector size used to represent text, which affects retrieval precision and database efficiency.

Retrieval top-k sets the number of most similar chunks returned, directly impacting recall and context diversity in the response. The retrieval threshold is a similarity cutoff that filters retrieved results, ensuring only relevant chunks are selected.

Temperature controls the randomness of generated text, balancing creativity and determinism in model outputs. Max output length limits the number of tokens generated, managing the verbosity and computational cost of responses.",2026-06-11 17:40:12.591,"{""Natural Language Processing"",""Data Science""}",Technical,github_rag_repo
3075,How do you choose values for various LLM inference hyperparameters in a RAG system?,General Knowledge,Advanced,"Temperature controls randomness—lower values give more focused and deterministic responses suitable for technical or precise tasks, while higher values make output more creative and diverse. 

The max tokens limit the length of the output, making sure that the answers are short or long enough depending on the use case, with a trade-off between completeness and latency. Optimal settings depend on the specific application context and are found through iterative experimentation.",2026-06-11 17:40:12.591,{Technical},Technical,github_rag_repo
3076,Compare reasoning vs. non-reasoning LLMs for RAG systems.,General Knowledge,Intermediate,"Reasoning LLMs such as GPT-4o1 and DeepSeek R1 are better generators in RAG systems because they have advanced ""test-time compute"" and chain-of-thought features. These unique abilities allow them to analyze the retrieved information more effectively and do multi-step reasoning to come up with better answers.  

But non-reasoning LLMs are still cheaper and faster, which makes them a good choice for many applications. In the end, the choice between reasoning and non-reasoning models depends on the query complexity.",2026-06-11 17:40:12.591,{Technical},Technical,github_rag_repo
3077,What happens with a weak generator LLM in a RAG system?,General Knowledge,Advanced,"A weak generator LLM may find it difficult to understand the retrieved context, which could lead to answers that are incomplete or hallucinated. This makes the whole RAG system less useful because the final answers lack coherence and factual correctness, even though the context that was retrieved is good.

So, in a RAG setup, a strong generator LLM is necessary to convert retrieved knowledge into reliable, contextually relevant outputs.",2026-06-11 17:40:12.591,{Technical},Technical,github_rag_repo
3081,Explain how the HyDE query transformation technique works.,RAG,Advanced,"The HyDE (Hypothetical Document Embedding) technique improves RAG retrieval by transforming the user query into a hypothetical answer before embedding it. Rather than directly searching with the query embedding, the HyDE technique utilizes a large language model (LLM) to create a brief, plausible document that could potentially answer the query. 

This synthetic document is then encoded into an embedding and used for retrieval, leading to better semantic alignment with actual document chunks in the database. As a result, HyDE enhances retrieval quality, especially for vague or underspecified queries.

👨🏻‍💻 LLM Engineer Toolkit
-------------------------------------------------------------------------------------------
🤖 This repository contains a curated list of 120+ LLM, RAG and Agent related libraries category wise. 

 [Repo link](https://github.com/KalyanKS-NLP/llm-engineer-toolkit) 

This repository is highly useful for Data Scientists, AI/ML Engineers working with LLM, RAG and Agents.

![LLM Engineer Toolkit](images/llm-engineer-toolkit.jpg)
 

--------------------------------------------------------------------------------------------",2026-06-11 17:40:12.591,"{""HyDE Technique""}",Technical,github_rag_repo
3082,Explain how the HyPE technique works in RAG.,RAG,Intermediate,"The HyPE (Hypothetical Prompt Embedding) technique improves retrieval accuracy by addressing the semantic mismatch between user queries and document chunks. 

Unlike HyDE, which generates hypothetical answer documents at query time, HyPE precomputes hypothetical questions for each document chunk during the indexing phase. These questions are designed to capture the key concepts in the chunk, transforming retrieval into a ""question-to-question"" matching process, which reduces latency and improves retrieval.",2026-06-11 17:40:12.591,"{""HyPE Technique""}",Technical,github_rag_repo
3085,What are the different chunk enhancement techniques in RAG?,Natural Language Processing,Intermediate,"The different chunk enhancement techniques in RAG are HyPE, Contextual Chunk Header, and Document Augmentation.

HyPE (Hypothetical Prompt Embedding) precomputes hypothetical questions for each document chunk at indexing time, enabling retrieval by question-to-question matching, which improves semantic alignment and retrieval accuracy without adding query-time latency.

Contextual Chunk Header adds relevant contextual information such as document titles or section headings to each chunk before embedding, helping retrieval models understand and rank chunks better when chunk text alone is ambiguous.

Document Augmentation enhances chunks by including additional metadata and enhances retrieval quality.",2026-06-11 17:40:12.591,"{""Natural Language Processing""}",Technical,github_rag_repo
3086,What are the pros and cons of chunk enhancement techniques in RAG?,Natural Language Processing,Advanced,"Chunk enhancement techniques in RAG, such as HyPE, Contextual Chunk Header, and Document Augmentation, improve retrieval accuracy by enhancing semantic alignment, preserving context, and bridging query-document chunk gaps, leading to better generation performance. 

HyPE boosts relevance through precomputed question embeddings without query-time latency, Contextual Chunk Header clarifies ambiguous chunks with document or section titles, and Document Augmentation enriches chunks with additional metadata. 

However, these methods increase indexing complexity and storage requirements, potentially raising computational costs. Balancing enhanced retrieval quality with resource demands is a key consideration.",2026-06-11 17:40:12.591,"{""Natural Language Processing""}",Technical,github_rag_repo
3087,Explain how the contextual chunk header technique enhances RAG retrieval.,Natural Language Processing,Intermediate,"The Contextual Chunk Header technique in RAG enhances retrieval by adding  document titles, section headings, or summaries to each chunk before embedding, providing critical context that clarifies ambiguous or isolated chunk content.  

This additional information helps the retrieval model better understand the chunk’s relevance to a query, improving semantic alignment and ranking accuracy.",2026-06-11 17:40:12.591,"{""Natural Language Processing""}",Technical,github_rag_repo
3090,Explain the pros and cons of semantic chunking.,RAG,Advanced,"Semantic chunking groups text based on meaning, creating coherent chunks that enhance retrieval relevance and context preservation. 

Pros: It aligns chunks with natural topic shifts, improving the quality of retrieved content for complex queries, and reduces information loss across boundaries. 

Cons: It is computationally intensive, requiring embedding models. Additionally, it may struggle with highly complex or poorly structured documents where semantic boundaries are unclear.

☕ Support the Author
------------------------------------------------------------------------------------------
I hope you found this “RAG Interview Questions and Answers Hub”  highly useful.  

I’ve made this freely available to help the AI and NLP community grow and to support learners like you. If you found it helpful and would like to show your appreciation, you can buy me a coffee to keep me motivated in creating more free resources like this.

 [Buy Me a Coffee](https://ko-fi.com/kalyanksnlp)

Your small gesture goes a long way in supporting my work—thank you for being part of this journey! 🙏

— Kalyan KS

--------------------------------------------------------------------------------------------",2026-06-11 17:40:12.591,"{""Understanding RAG Concepts"",""Analytical Thinking""}",Technical,github_rag_repo
3091,How does the chunking strategy differ when dealing with structured documents (like PDFs with tables and figures) versus plain text documents?,RAG,Intermediate,"Chunking strategies for structured documents like PDFs with tables and figures differ significantly from plain text chunking due to the need to preserve complex layouts and relationships.  For structured documents, the chunking strategy must respect document elements such as tables, figures, headers, and pages to maintain context and semantic meaning. 

Agentic and recursive chunking are more suitable for structured documents due to their flexibility in respecting structure and context. Fixed-size and semantic chunking are often better suited for plain text documents where semantic coherence and simplicity are prioritized.",2026-06-11 17:40:12.591,"{""Understanding RAG Concepts"",""Problem Solving""}",Technical,github_rag_repo
3092,What are the possible reasons for the poor performance of a RAG retriever?,RAG,Advanced,"The possible reasons for the poor performance of a RAG retriever are an outdated or incomplete knowledge base, a weak retrieval model, low-quality embeddings, and lack of domain-specific fine-tuning.

An outdated or incomplete knowledge base prevents the retriever from accessing recent or relevant information, limiting answer accuracy. A weak retrieval model, such as using TF-IDF or BM25 instead of dense vector models, leads to less effective retrieval of relevant context.

Low-quality embeddings reduce the semantic understanding between queries and document chunks, causing mismatches. Lack of domain-specific fine-tuning results in retrieval errors because the embedding model doesn’t fully capture the nuances or terminology of the target domain.",2026-06-11 17:40:12.591,"{""Understanding RAG Concepts"",""Analytical Thinking""}",Technical,github_rag_repo
3096,How does RAG help reduce hallucinations in LLM generated responses?,Machine Learning,Intermediate,"Without RAG, LLM answers user questions based on what it learned from the training corpus, which may not be up-to-date or complete. This could lead to hallucinated responses, which are answers that sound right but are wrong.

Retrieval-Augmented Generation (RAG) helps cut down on hallucinations in LLM-generated responses by adding an external retrieval system that pulls relevant, factual information from trusted, up-to-date external knowledge sources.

By combining retrieval with generation, RAG ensures that answers are more accurate, contextually relevant, and less prone to fabrications or false information, significantly enhancing the reliability of the output.",2026-06-11 17:40:12.591,"{""Machine Learning""}",Technical,github_rag_repo
3097,What are the common retrieval approaches used in RAG systems?,Machine Learning,Advanced,"Common retrieval approaches in RAG systems include dense retrieval, sparse retrieval, and hybrid retrieval. Dense retrieval uses embeddings to capture semantic similarity, enabling effective query matching to relevant document chunks. Sparse retrieval relies on traditional methods like TF-IDF or BM25, focusing on keyword-based matching for efficiency. 

Hybrid retrieval combines dense and sparse methods to balance semantic understanding and computational speed. These approaches ensure relevant context is retrieved for generating accurate responses in RAG systems.",2026-06-11 17:40:12.591,"{""Machine Learning""}",Technical,github_rag_repo
3098,What are some common challenges in RAG retrieval?,Technical,Intermediate,"Common challenges in RAG retrieval include ineffective query understanding, scalability issues, context fragmentation, and handling multimodal data.  Ineffective query understanding leads to misinterpreting user intent, resulting in irrelevant retrieved document chunks.  

Scalability issues arise when large-scale data retrieval slows performance or overwhelms the system.   Context fragmentation happens when retrieved chunks lack sufficient context, lowering response quality.   Handling multimodal data is challenging due to complexities in integrating text, images, or other formats effectively.",2026-06-11 17:40:12.591,"{""Information Retrieval""}",Technical,github_rag_repo
3099,What are the key metrics for evaluating retrieval quality in RAG?,Technical,Intermediate,"Key metrics for evaluating retrieval quality in RAG systems are precision, recall, Mean Reciprocal Rank (MRR), and Normalized Discounted Cumulative Gain (NDCG). Precision measures the proportion of retrieved document chunks that are relevant, while recall assesses the proportion of relevant document chunks retrieved from the total available. 

MRR evaluates the ranking quality by considering the position of the first relevant document chunks, and NDCG accounts for the relevance and ranking of retrieved documents. These metrics collectively ensure the retriever effectively identifies and ranks relevant information.",2026-06-11 17:40:12.591,"{""Information Retrieval"",""Evaluation Metrics""}",Technical,github_rag_repo
3100,"What are embeddings, and how are they utilized in RAG retrieval?",Technical,Intermediate,"Embeddings are numerical vector representations of text that capture the semantic meaning and relationships of the data in a high-dimensional space. In Retrieval-Augmented Generation (RAG), embeddings are used to convert both the user query and document chunks into vectors, enabling semantic search by comparing these vectors for similarity. 

This process allows RAG systems to retrieve the most relevant and contextually appropriate document chunks from a knowledge base, which are then used as context to generate accurate and grounded responses. Thus, embeddings form the backbone of RAG retrieval by enabling efficient, meaning-driven retrieval beyond simple keyword matching.",2026-06-11 17:40:12.591,"{Embeddings,""Vector Search""}",Technical,github_rag_repo
3102,"What is a VectorDB, and how is it utilized in RAG retrieval?",Technical,Intermediate,"A vector database, or VectorDB for short, is a specialized database designed to store and retrieve high-dimensional vector embeddings. In RAG retrieval, VectorDB is utilized to efficiently perform semantic searches by matching the vector representation of a user query with the closest vectors stored in the database, thereby retrieving the most contextually relevant document chunks. 

VectorDBs enable scalable and fast similarity search, which is crucial for the RAG systems.",2026-06-11 17:40:12.591,"{""Vector Databases""}",Technical,github_rag_repo
3110,How do you balance relevance and diversity when retrieving document chunks for RAG?,Natural Language Processing,Intermediate,"The retrieval step in RAG relies on cosine similarity to identify top-k relevant document chunks. However, one downside of this approach is that it can return highly similar document chunks, leading to redundancy. 

Balancing relevance and diversity is crucial in RAG retrieval to include contextually important yet diverse document chunks, preventing redundancy and capturing a broader range of perspectives. This balance helps when dealing with complex questions, as different viewpoints or unique insights can improve the answer's quality while still being accurate.

Techniques like Maximal Marginal Relevance (MMR) help to select document chunks that are both highly relevant to the query and diverse from each other, reducing redundancy.",2026-06-11 17:40:12.591,"{""Understanding of RAG (Retrieval-Augmented Generation)""}",Technical,github_rag_repo
3111,How do sparse embeddings differ from dense embeddings in terms of keyword matching and retrieval interpretability?,Natural Language Processing,Intermediate,"Sparse embeddings provide interpretability and excel at exact keyword matching. These embeddings represent text as high-dimensional vectors with many zeros. In this, each dimension corresponds to a specific term or feature, making retrieval results more understandable. 

In contrast, dense embeddings are low-dimensional, continuous vectors with mostly non-zero values learned from neural networks, capturing semantic relationships and context beyond exact matches. This makes dense embeddings less interpretable but more effective for retrieving semantically related content where keywords do not exactly overlap. 

Thus, sparse embeddings are favored for precise keyword-based retrieval and interpretability, while dense embeddings support richer, context-aware retrieval. Hybrid approaches leverage the strengths of both sparse and dense embeddings to enhance retrieval performance.",2026-06-11 17:40:12.591,"{""Understanding of Embeddings and Retrieval Techniques""}",Technical,github_rag_repo
3112,How can fine-tuning embedding models improve the retriever’s performance in RAG?,Natural Language Processing,Intermediate,"General embedding models in RAG systems are trained on broad and diverse datasets that capture wide-ranging language patterns. However, they often lack depth in vocabulary and context specific to domains.

Fine-tuning embedding models aligns the embedding space more closely with domain-specific language and context. This allows the embedding model to better represent domain-specific terminology and jargon, which results in more precise and relevant retrieval.",2026-06-11 17:40:12.591,"{""Understanding of Fine-Tuning in NLP Models""}",Technical,github_rag_repo
3113,Design a retrieval strategy for a RAG system that needs to handle both structured data (knowledge graphs) and unstructured data (text documents) simultaneously.,Natural Language Processing,Advanced,"A retrieval strategy for a RAG system handling both structured (knowledge graphs) and unstructured data (text documents) involves a hybrid approach combining vector-based semantic search with graph-based retrieval techniques. 

The system first indexes unstructured text document chunks using vector embeddings for semantic similarity search, while structured data from knowledge graphs is queried using graph traversal methods that leverage explicit entity relationships and schema metadata. 

The results from both sources are then fused to ensure factual precision from structured data and contextual richness from unstructured text. This combined approach enhances completeness and reduces hallucinations in generated responses.",2026-06-11 17:40:12.591,"{""Understanding of Knowledge Graphs and Vector-Based Search""}",Technical,github_rag_repo
3114,Tell me the strategies to scale embeddings in RAG retrieval.,Natural Language Processing,Intermediate,"To scale embeddings in RAG retrieval, strategies like Matryoshka Representation Learning (MRL) and quantization are highly effective.

MRL enables flexible embeddings by training a single model to produce nested representations of varying sizes, allowing truncation to smaller dimensions (e.g., 64 or 128) with minimal performance loss, achieving up to 14x size reduction and significant retrieval speed-ups. 

Quantization reduces memory usage by compressing embeddings into lower-bit formats like float8 or int8. Combining MRL with quantization can yield up to 8x compression, optimizing storage and retrieval efficiency while maintaining high accuracy for large-scale RAG systems.",2026-06-11 17:40:12.591,"{""Understanding of Embeddings in NLP Systems""}",Technical,github_rag_repo
3118,How does re-ranking differ from the initial retrieval process in RAG?,RAG Retrieval,Intermediate,"The initial retrieval process typically uses a bi-encoder that encodes queries and documents independently and then fetches a broad set of candidates quickly. 

The re-ranking process reorders the retrieval results by taking the query and each retrieved document chunk as a single combined input, scoring their relevance through deep interaction. This improves the final ranking quality at the cost of higher computational overhead

This two-stage approach balances efficiency and accuracy by separating fast, broad retrieval from slower, more exact reranking.",2026-06-11 17:40:12.591,"{""Data Structures"",Algorithms}",Technical,github_rag_repo
3119,Explain the pros and cons of using re-rankers in RAG.,RAG Retrieval,Advanced,"Re-rankers reorder search results by taking the query and each retrieved document chunk as a single combined input, scoring their relevance through deep interaction within one model pass. This helps to prioritize the most relevant information in the limited context windows in LLMs.

However, re-rankers introduce increased latency and higher computational costs since they perform deep, query-chunk interaction at query time, making them less suitable for real-time or high-traffic applications.

The trade-off between enhanced precision and increased costs makes re-rankers ideal for specialized use cases but less suitable for applications prioritizing speed and cost-efficiency.",2026-06-11 17:40:12.591,"{""Data Structures"",Algorithms}",Technical,github_rag_repo
3134,Explain the difference between Precision@k and Recall@k in the context of RAG. When might you prefer one over the other?,Technical,Intermediate,"Precision@k focuses on accuracy of the retrieval by measuring the proportion of the top-k retrieved chunks that are relevant to the query.  Recall@k focuses on completeness of the retrieval by measuring the proportion of all relevant chunks that are retrieved within the top-k results.

You might choose Precision@k when you want to ensure high-quality, relevant chunks to reduce noise. On the other hand, you might choose Recall@k when it is crucial to capture as many relevant chunks as possible.",2026-06-11 17:40:12.591,"{""Information Retrieval"",""Precision-Recall Analysis""}",Technical,github_rag_repo
3122,Why is the cross-encoder typically used as the re-ranker rather than the bi-encoder?,Re-Ranker Models in RAG,Advanced,"The cross-encoder is typically used as the re-ranker rather than the bi-encoder because it processes the query and candidate document chunks together, allowing it to capture intricate contextual interactions and provide more accurate relevance scores. 

While bi-encoders encode queries and document chunks separately, enabling fast and scalable retrieval of broad candidate sets, they miss detailed relationships between query-document chunk pairs. 

Cross-encoders, though slower and more resource-intensive, excel in precision, making them well-suited for re-ranking a small set of top candidates identified by the bi-encoder. This combined approach balances scalability with accuracy, leveraging bi-encoders for efficient candidate retrieval and cross-encoders for refined final ranking.",2026-06-11 17:40:12.591,"{""Information Retrieval"",NLP}",Technical,github_rag_repo
3123,"A RAG system retrieves 20 candidate document chunks but can only fit 5 in the LLM's context window. Without re-ranking, how might this limitation affect response quality, and what specific problems would a re-ranker solve?",RAG Systems,Intermediate,"When a RAG system retrieves 20 candidate document chunks but can only fit 5 in the LLM's context window, the limitation can cause the model to miss critical information from the discarded document chunks. Without re-ranking, the top 5 document chunks may not be the most relevant, leading to incomplete or less accurate answers. 

A re-ranker solves this by analyzing and scoring all retrieved document chunks based on relevance and contextual alignment with the query, ensuring the most relevant chunks are included in the limited window. 

This filtering reduces retrieval noise, enhances coherence, and maximizes the usefulness of the input for the generative model, thereby improving the overall quality of the response.",2026-06-11 17:40:12.591,"{""Information Retrieval"",NLP}",Technical,github_rag_repo
3124,Describe a scenario where a BM25 retrieval might return relevant chunks but in poor ranking order. How would a neural re-ranker specifically address this limitation?,Re-Ranker Models in RAG,Intermediate,"A typical scenario where BM25 retrieval yields relevant document chunks but in poor ranking order arises when the query uses synonyms or phrases that vary from those in the documents. This is because BM25’s exact keyword matching may surface all relevant items, but fail to prioritize those most contextually aligned due to its lack of semantic understanding. 

For instance, searching for ""car maintenance"" might retrieve document chunks about ""vehicle upkeep"" and ""automobile servicing,"" but BM25 may rank less relevant document chunks higher if they have keyword overlaps rather than semantic closeness. Neural re-rankers explicitly address this by leveraging deep contextual and semantic signals, reordering the candidate set to prioritize document chunks that best match the query’s intent and meaning.",2026-06-11 17:40:12.591,"{""Information Retrieval"",NLP}",Technical,github_rag_repo
3127,Why is re-ranking important in the RAG pipeline after initial document retrieval?,RAG Systems,Intermediate,"The top K chunks fetched by the RAG retriever may have irrelevant chunks ahead of relevant ones. Passing these results directly to the LLM hurts the quality of the answers because LLMs mostly look at the top-ranked chunks that are given as context. 

Re-ranking uses cross-encoder models to deeply measure the semantic relevance of  query-chunk pairs and then brings relevant chunks ahead of irrelevant chunks. This reduces the noise and helps the generator LLM to generate more accurate and coherent answers.",2026-06-11 17:40:12.591,"{""Information Retrieval"",""Re-ranking Strategies"",""Language Models""}",Technical,github_rag_repo
3128,What is the purpose of overlap during chunking in a RAG pipeline?,RAG Systems,Intermediate,"In a RAG pipeline, chunk overlap during chunking ensures contextual continuity and prevents loss of information at the boundaries of chunks. This improves the retrieval accuracy and maintains coherence in the text fed to the LLM. 

Typically, an overlap of about 10-20% of the chunk size is used to strike a balance between preserving context and computational efficiency in RAG applications.",2026-06-11 17:40:12.591,"{Chunking,""Text Segmentation"",""Context Preservation""}",Technical,github_rag_repo
3129,What role does cosine similarity play in relevant chunk retrieval within a RAG pipeline?,RAG Systems,Intermediate,"Cosine similarity measures how similar the query embedding is to the embeddings of chunks in the vector database. It finds the cosine of the angle between two vectors and provides a score that shows how closely related the query is to each chunk. Higher scores mean that the chunk is more relevant. 

This enables the RAG system to retrieve the most relevant chunks for the query, which is then used by the generator LLM to generate accurate answers.",2026-06-11 17:40:12.591,"{""Similarity Measurement"",""Vector Space Models"",""Relevance Determination""}",Technical,github_rag_repo
