"id","question_text","category","difficulty","expected_answer","created_at","skills","question_type","source","embedding"
416,Can We Use JSON Instead Of YAML While Developing a Docker-Compose File in Docker?,Docker,Basic,"Yes, Docker Compose has support for both YAML and JSON formats for defining the configuration of services. While YAML is more commonly used due to its readability and clearness , you can also use JSON as an alternative. The choice between of two will depends on personal preference on requirements of the projects. To use JSON, simply try on creating a `docker-compose.json` file instead of a `docker-compose.yml` file, and define your services in JSON format.",2026-06-16 12:45:40.229,{Docker},Technical,gfg,
417,How Will You Ensure Container 1 Runs Before Container 2 While Using docker-compose?,Docker,Intermediate,"In Docker Compose, the order of the services startup is determined by their dependencies. By specifying container dependencies with the ""depends_on"" key in the docker-compose.yml file, you can ensure the desired startup order. A sample example on usage of depends_on provided here , In this even though container1 is listed firsted because of the depends_on key container2 will be startup and then container1 will be queue order. services: container1: depends_on: - container2 ... container2: ....",2026-06-16 12:45:40.229,{Docker},Technical,gfg,
418,How Does Docker Handle Container Isolation and Security?,Docker,Advanced,Docker uses containerization concept to isolate the processes by imiting their access to the host system. Features like namespaces and cgroups provides the resource isolation for the containers and Docker Security Scanning helps in identifying the vulnerabilities in images.,2026-06-16 12:45:40.229,{Docker},Technical,gfg,
218,What is a View in PostgreSQL?,PostgreSQL,Intermediate,A view is a virtual table based on the result of a SELECT query. It allows you to encapsulate complex queries and reuse them as if they were tables.,2026-06-16 12:45:40.229,{Database},Technical,gfg,
219,How to Create an Index in PostgreSQL?,PostgreSQL,Intermediate,"To create an index in PostgreSQL, you can use the CREATE INDEX statement. Indexes improve query performance by allowing faster retrieval of records. For example: CREATE INDEX idx_employee_name ON employees(name);",2026-06-16 12:45:40.229,{Database},Technical,gfg,
220,What Is a Transaction In PostgreSQL?,PostgreSQL,Intermediate,A transaction is a sequence of one or more SQL statements that are executed as a single unit of work. It ensures data integrity and consistency by making sure that either all operations are completed successfully or none are applied. BEGIN; UPDATE employees SET salary = 90000 WHERE name = 'John Doe'; COMMIT;,2026-06-16 12:45:40.229,{Database},Technical,gfg,
221,What is VACUUM in PostgreSQL?,PostgreSQL,Intermediate,VACUUM is a process in PostgreSQL that cleans up dead rows (tuples) created due to UPDATE and DELETE operations.,2026-06-16 12:45:40.229,{Database},Technical,gfg,
222,How to Handle Backup and Restore in PostgreSQL?,PostgreSQL,Intermediate,"To backup a PostgreSQL database, you can use the pg_dump utility. To restore a database, you can use the psql utility. For example: pg_dump mydatabase > mydatabase_backup.sql psql mydatabase < mydatabase_backup.sql",2026-06-16 12:45:40.229,{Database},Technical,gfg,
223,What is a Schema in PostgreSQL and How to Use It?,PostgreSQL,Intermediate,"A schema in PostgreSQL is a way to organize and group database objects such as tables, views and functions. It helps manage namespaces, so objects with the same name can exist in different schemas. To create and use a schema, you can use the following commands: CREATE SCHEMA myschema; CREATE TABLE myschema.mytable (id SERIAL PRIMARY KEY, name VARCHAR(100)); SELECT * FROM myschema.mytable;",2026-06-16 12:45:40.229,{Database},Technical,gfg,
228,How to Create a View?,SQL,Intermediate,"To create a view: CREATE VIEW high_salary_employees AS SELECT name, salary FROM employees WHERE salary > 80000;",2026-06-16 12:45:40.229,{SQL},Technical,gfg,
229,How to Handle Exceptions in PL/pgSQL?,SQL,Intermediate,"In PL/pgSQL, exceptions are handled using the EXCEPTION block, which allows you to manage errors during execution. Example: DO $$ BEGIN -- Attempt to insert a duplicate key INSERT INTO employees (employee_id, name) VALUES (1, 'John Doe'); EXCEPTION WHEN unique_violation THEN RAISE NOTICE 'Duplicate key error!'; END; $$;",2026-06-16 12:45:40.229,{SQL},Technical,gfg,
230,What are CTEs (Common Table Expressions) in PostgreSQL?,SQL,Intermediate,"Common Table Expressions (CTEs) are temporary result sets that we can reference within a SELECT, INSERT, UPDATE or DELETE statement. CTEs improve query readability and organization. To use a CTE: WITH employee_salaries AS ( SELECT department_id, AVG(salary) AS avg_salary FROM employees GROUP BY department_id ) SELECT * FROM employee_salaries;",2026-06-16 12:45:40.229,{SQL},Technical,gfg,
231,How to Use Window Functions in PostgreSQL?,SQL,Intermediate,"Window functions perform calculations across a set of table rows related to the current row. They are used for ranking , running totals and moving averages. For example: SELECT name, salary, RANK() OVER (ORDER BY salary DESC) AS salary_rank FROM employees;",2026-06-16 12:45:40.229,{SQL},Technical,gfg,
419,How do the Docker Daemon and the Docker Client Communicate With Each Other?,Docker,Basic,"The Docker daemon and client communicate on using REST APIs. The Docker client will send the commands to the daemon using the API, and the daemon will execute those commands on managing containers, images, and other Docker objects.",2026-06-16 12:45:40.229,{Docker},Technical,gfg,
425,How Do You Manage Network Connectivity Between Docker Containers And the Host Machine?,Docker,Advanced,"Docker provides several ways to manage network connectivity between containers and the host machine. The choice of networking options depends on the specific requirements of the application and the desired level of isolation. Bridge Networks: Bridge networks are the default networks , these are created when a Docker daemon starts. Through this network containers on the same bridge network can communicate with each other. Host Networks: In this containers will share the host's network namespace. so that containers can directly use the host machine's network interfaces. Custom Networks: Custom bridge networks can used to create isolate containers and control their communication. Containers on custom networks can communicate with each other with the help of container names as hostnames. Overlay Networks (Swarm Mode): Overlay networks are used in Docker Swarm mode for communication between the services that running on different nodes. They provide multi-host networking for orchestration of containers. Macvlan Networks: Macvlan networks will allow containers to have their own MAC addresses on the physical network, providing them with the direct access to the host's network. Examples for creating the networks are listed here: # Create a bridge network docker network create my_bridge_network # To Run a container with host network docker run --name container1 --network host -d my_image # To create a custom bridge network docker network create my_custom_network # To create an overlay network docker network create --driver overlay my_overlay_network",2026-06-16 12:45:40.229,{Docker},Technical,gfg,
429,"Suppose You Have 3 Containers Running, and Out Of These, You Wish to Access One Of Them. How Do You Access a Running Container?",Docker,Intermediate,"To access the running container, you can use the ""docker exec "" command. Here is the general syntax: docker exec -it <container_id_or_name> /bin/bash The ` docker exec ` command is useful for the execute of a command inside a running container. It provides a interactive session for pseudo terminal -TTY with option -it, allowing you to interact with the container <container_id_or_name>. Try on replacing this with the actual ID or name of the container that you want to access. The /bin/bash program specifies the command that to be executed in the container. In this case, it starts with interactive Bash shell, but you can also replace it with the appropriate required command for your needs. This will opens up the bash shell inside the specified container on enabling you to run commands, inspecting the container's filesystem, or troubleshoot. After once you are done with it, you can exit from the shell and it won't affect the container's running state.",2026-06-16 12:45:40.229,{Docker},Technical,gfg,
430,"Considering a Server With 16 GB RAM and a Quad-core CPU, What Factors Determine the Maximum Number Of Containers You Can Run on the Host for a Microservices App?",Docker,Advanced,"The maximum number of containers a host can support will mainly depends on the available resources like RAM and CPU cores. With the 16 GB of RAM, on assuming each container utilizes 512 MB efficiently, you could potentially run on around nearly 32 containers. However, cautious allocation, monitoring tools, and the container orchestration are essential factors for optimal resource utilization and scalability.",2026-06-16 12:45:40.229,"{Docker,Linux}",Technical,gfg,
431,How Will You Monitor Docker in Production?,Docker,Intermediate,"For monitoring the docker in production environment, generally utilize tools like Docker Stats, cAdvisor, and the Prometheus for real-time insights retriving for container performance. Implementation of centralized logging with solutions such as ELK Stack or Splunk to track container logs are used in common. Additionally, consideration of using container orchestration platforms like Kubernetes or Docker Swarm, which offer better built-in monitoring and scaling capabilities. Regularly review metrics such as CPU , memory usage, and network activity to ensure optimal performance and address potential issues promptly.",2026-06-16 12:45:40.229,"{Monitoring,""Log Management"",""Container Orchestration""}",Technical,gfg,
432,Are You Aware of Load Balancing Across Containers And Hosts? How Does It Work?,Docker,Intermediate,"Load balancing across the containers and hosts is critical for distributing traffic efficiently in the containerized environment. Container orchestration tools like Kubernetes or Docker Swarm employes load balancers to evenly distribute the requests among the container instances or nodes. This will enhance the scalability, fault tolerance, and resource utilization by directing the traffic to healthy containers or hosts. The Load balancing plays a vital role in maintaining the stability and optimization on overall system performance in both the dynamic and scalable containerized applications.",2026-06-16 12:45:40.229,{Docker},Technical,gfg,
237,How to Configure Replication in PostgreSQL?,Database,Intermediate,"Replication in PostgreSQL involves copying data from one database server ( master ) to another ( slave ). To configure replication: Edit postgresql.conf on the master server to enable WAL archiving and set up replication parameters. wal_level = replica max_wal_senders = 3 archive_mode = on archive_command = 'cp %p /var/lib/postgresql/wal_archive/%f' Create a replication user on the master. CREATE ROLE replication_user WITH REPLICATION PASSWORD 'password' LOGIN; Set up pg_hba.conf to allow replication connections from the slave. host replication replication_user 192.168.1.10/32 md5 On the slave, set up recovery.conf with the connection information standby_mode = 'on' primary_conninfo = 'host=192.168.1.1 port=5432 user=replication_user password=password' trigger_file = '/tmp/postgresql.trigger' Start the slave server and it will begin replicating data from the master.",2026-06-16 12:45:40.229,{PostgreSQL},Technical,gfg,
238,What are the Different Types of Indexes Available in PostgreSQL?,Database,Intermediate,"PostgreSQL provides different types of indexes to improve query performance by enabling faster data retrieval. B-Tree Index: Default index type, suitable for most queries and comparisons. Hash Index: Used for equality comparisons ( = operator). GiST Index: Supports complex data types like geometric data and full-text search. SP-GiST Index: Handles partitioned data structures efficiently. GIN Index: Optimized for full-text search and JSONB data. BRIN Index: Efficient for large tables with naturally ordered data.",2026-06-16 12:45:40.229,{PostgreSQL},Technical,gfg,
239,How to Use the pg_stat_activity View to Monitor PostgreSQL?,Database,Intermediate,"The pg_stat_activity view provides information about the current activity in the PostgreSQL database. It includes details like active queries, process IDs, user information and query start times. To use it: SELECT pid, usename, application_name, state, query FROM pg_stat_activity; This query lists all active connections and their current state.",2026-06-16 12:45:40.229,{PostgreSQL},Technical,gfg,
528,Disk space on /var is 100% full. What steps do you take?,Linux,Intermediate,"First, Identify what is consuming space: df -h cd /var && du -sh * | sort -h I usually find logs or application dumps, then clean or rotate them safely without deleting critical files.",2026-06-16 12:45:40.229,{Linux},Technical,gfg,
529,A service is running but users cannot access it. How do you debug?,Linux,Advanced,Firstly verify in this order: Whether the service is listening on the expected port Firewall rules allowing the traffic SELinux or AppArmor blocking access Only after OS-level checks do I move to application logs.,2026-06-16 12:45:40.229,{Linux},Technical,gfg,
530,A Linux server reboots automatically at night. How do you investigate?,Linux,Intermediate,"I first check previous boot logs: journalctl -b -1 Then I review system logs for OOM kills, kernel panics, or scheduled reboots to identify the root cause.",2026-06-16 12:45:40.229,{Linux},Technical,gfg,
535,A service crashes after running for several hours. How is this issue debugged?,Service Management,Advanced,"This behavior often points to memory leaks, resource exhaustion, or unstable dependencies. The issue is analyzed by monitoring memory and resource usage over time and reviewing service logs instead of repeatedly restarting the service.",2026-06-16 12:45:40.229,"{Monitoring,Logging}",Technical,gfg,
536,A system shows a high load average but low CPU usage. What does this indicate?,Linux System Monitoring,Intermediate,This typically indicates I/O wait or processes blocked on disk or network operations. Disk and process monitoring tools are used to confirm whether the load is caused by waiting tasks rather than CPU saturation.,2026-06-16 12:45:40.229,"{""Performance Metrics""}",Technical,gfg,
537,How do you troubleshoot performance issues without restarting services?,System Performance and Troubleshooting,Advanced,"Live troubleshooting involves analyzing processes, memory usage, I/O, and thread behavior using profiling and tracing tools. Restarting services is treated as a last resort after diagnosis.",2026-06-16 12:45:40.229,"{Profiling,Tracing}",Technical,gfg,
538,How do you handle database-related outages from the OS perspective?,Linux System Administration,Intermediate,"From the OS side, I verify: Disk and I/O health Memory pressure and swapping Network connectivity and latency Once OS health is confirmed, application and database teams are involved.",2026-06-16 12:45:40.229,"{""OS Verification""}",Technical,gfg,
539,How do you design Linux systems for scalability?,System Design,Advanced,"Scalable systems are designed to be stateless where possible. They scale horizontally, use automation for provisioning, and rely on load balancing rather than vertical growth.",2026-06-16 12:45:40.229,{Scalability},Project,gfg,
540,How do you validate system changes before production rollout?,Release Management,Intermediate,Changes are validated through: Staging and pre-production environments Automated tests Peer reviews and controlled rollout processes This minimizes production risk.,2026-06-16 12:45:40.229,"{Validation,Staging}",Technical,gfg,
257,Explain REGEXP?,SQL,Intermediate,REGEXP (Regular Expression) is used in MySQL to perform pattern matching with string values. It allows you to use regular expressions for string searches within a query. The pattern can match anywhere in the string and is case-insensitive by default. Syntax: SELECT * FROM table_name WHERE column_name REGEXP 'pattern';,2026-06-16 12:45:40.229,{SQL},Technical,gfg,
258,How can we add a column in MySQL?,SQL,Beginner,A column is a series of table cells that store a value for table's each row. we can add column by using ALTER TABLE statement. ALTER TABLE tab_name ADD COLUMN col_name col_definition [FIRST|AFTER exist_col];,2026-06-16 12:45:40.229,{SQL},Technical,gfg,
259,How to delete columns in MySQL?,SQL,Intermediate,"We can remove columns in MySQL by using ALTER TABLE statement. Syntax: ALTER TABLE table_name DROP COLUMN column1, column2....;",2026-06-16 12:45:40.229,{SQL},Technical,gfg,
260,How to delete a table in MySQL?,SQL,Beginner,We can delete a table by using DROP TABLE statement. This statement deletes complete data of table. DROP TABLE table-name;,2026-06-16 12:45:40.229,{SQL},Technical,gfg,
261,How are mysql_fetch_array() and mysql_fetch_object() different from each another?,PHP/MySQL,Intermediate,mysql_fetch_array() Gets a result row as a related array or a regular array from database. mysql_fetch_object gets a result row as an object from the database.,2026-06-16 12:45:40.229,"{PHP,MySQL}",Technical,gfg,
262,How to get the top 10 rows?,SQL,Beginner,"The following query will be used to get top 10 rows. SELECT * FROM table_name LIMIT 0,10;",2026-06-16 12:45:40.229,{SQL},Technical,gfg,
263,How does NOW() differ from CURRENT_DATE()?,MySQL,Intermediate,"current year, month, and date with hours, minutes, and seconds is shown by using NOW() command while CURRENT_DATE shows current year current month, and current date. Syntax: SELECT NOW(); SELECT CURRENT_DATE();",2026-06-16 12:45:40.229,{MySQL},Technical,gfg,
264,What is the use of the ‘DISTINCT’ keyword in MySQL?,SQL,Beginner,"The DISTINCT keyword is used to remove duplicate rows from the result set, returning only unique values for the specified columns. The DISTINCT keyword is used with the SELECT statement. Syntax: SELECT DISTINCT colu1, colum2.. FROM table_name;",2026-06-16 12:45:40.229,{SQL},Technical,gfg,
265,Which storage engines are used in MySQL?,MySQL,Advanced,Storage engines are also called table types. Data is stored in a file using multiple techniques. Below are some techniques. Locking Level Indexing Storage mechanism Capabilities and functions,2026-06-16 12:45:40.229,{MySQL},Technical,gfg,
266,How to create a table in MySQL?,SQL,Intermediate,"To create a table in MySQL, the CREATE TABLE statement is used. Here's the syntax: Syntax: CREATE TABLE Employee ( Employee_Name VARCHAR(128), Employee_ID VARCHAR(128), Employee_Salary VARCHAR(16), Designation CHAR(4) );",2026-06-16 12:45:40.229,{SQL},Technical,gfg,
267,How to insert data in MySQL table?,MySQL,Intermediate,"We can add data to a table using the INSERT INTO statement. Syntax: INSERT INTO table_name ( field1, field2, field3 ) VALUES ( value1, value2, value3 );",2026-06-16 12:45:40.229,{SQL},Technical,gfg,
268,Write a statement to find duplicate rows In the MySQL table?,MySQL,Intermediate,"The below statement is used to find duplicate rows. SELECT Table_Name, Category FROM Product GROUP BY Name, Category HAVING COUNT(id) > 1;",2026-06-16 12:45:40.229,{SQL},Technical,gfg,
464,How do you check disk usage on a Linux system?,Linux,Beginner,df -h shows filesystem usage du -sh directory shows directory size These commands are essential for diagnosing disk space issues.,2026-06-16 12:45:40.229,"{""Linux Commands""}",Technical,gfg,
548,How would you structure a real-world Spring Boot microservice project with layered and modular design? Explain how it helps CI/CD and team ownership.,Technical,Intermediate,"A layered and modular project structure in Spring Boot separates responsibilities across controllers, services, repositories, and configuration. This design improves maintainability, testability, and supports efficient CI/CD and team collaboration. Structure: controller/ service/ repository/ dto/ model/ config/ CI/CD Impact: Easier unit test coverage Logical separation for PRs Enables parallel team work (e.g., UI devs consume controller contracts)",2026-06-16 12:45:40.229,"{""Spring Boot"",CI/CD}",Technical,gfg,
549,What is the internal working of Spring Boot’s auto-configuration mechanism? How would you disable a specific auto-configuration and provide a custom implementation?,Technical,Advanced,"Spring Boot auto-config loads beans conditionally from spring.factories. You can disable unwanted ones using exclude, and override defaults by defining your own beans with @Bean (and @Primary if needed). Internal Working: 1. Triggered by @EnableAutoConfiguration (included in @SpringBootApplication). 2. Reads auto-config classes from META-INF/spring.factories (or AutoConfiguration.imports in newer versions). 3. Uses conditional annotations: @ConditionalOnClass-> applies if class is on classpath. @ConditionalOnMissingBean-> applies only if no bean is already defined. @ConditionalOnProperty -> applies based on property values. 4. Ensures Boot config is applied only when needed and is overridden if user defines a bean. Disabling Auto-Config: @SpringBootApplication(exclude = { DataSourceAutoConfiguration.class })",2026-06-16 12:45:40.229,"{""Spring Boot Configuration""}",Technical,gfg,
550,Explain multiple REST API versioning strategies. Which one is most REST-compliant and why? Show how you would implement it in Spring Boot.,Technical,Intermediate,"REST API Versioning Strategies: Techniques used to manage and deliver different versions of a RESTful API while maintaining backward compatibility. Types of Versioning: 1. URI-based: /api/v1/customers Simple, widely used, version in path. 2. Query Parameter-based: /api/customers?version=1 Easy, but mixes resource identity with version. 3. Header-based (Content Negotiation): Accept: application/vnd.api+json;version=1 Most REST-compliant: keeps URIs stable, follows uniform interface. Implementation (URI-based): @RestController @RequestMapping(""/api/v1/customers"") public class CustomerV1Controller { @GetMapping public String getCustomersV1() { return ""Customer data V1""; } }",2026-06-16 12:45:40.229,"{""REST API Versioning"",""Spring Boot""}",Technical,gfg,
628,What are the advantages and disadvantages of OOPs?,Python,Intermediate,Advantages of OOPs Disadvantages of OOPs OOPs provides enhanced code reusability. The programmer should be well-skilled and should have excellent thinking in terms of objects as everything is treated as an object in OOPs. The code is easier to maintain and update. Proper planning is required because OOPs is a little bit tricky. It provides better data security by restricting data access and avoiding unnecessary exposure. OOPs concept is not suitable for all kinds of problems. Fast to implement and easy to redesign resulting in minimizing the complexity of an overall program. The length of the programs is much larger in comparison to the procedural approach.,2026-06-16 12:45:40.229,{Python},Technical,gfg,
276,What is InnoDB?,MySQL,Intermediate,"A SQL storage database is called InnoDB database. The InnoDB offers ACID transactions, row-level locking, and foreign key support. InnoDB is owned by Oracle Corporation.",2026-06-16 12:45:40.229,{Database},Technical,gfg,
277,What is the difference between UNION and UNION ALL in MySQL?,MySQL,Intermediate,"During combining the results of more than one SELECT statement, the UNION operator deletes duplicate rows between the various SELECT statements. The UNION ALL also combines the result set of more than one SELECT statement, but it does not delete duplicate rows.",2026-06-16 12:45:40.229,{Database},Technical,gfg,
278,What is a ‘timestamp’ in MySQL?,MySQL,Intermediate,"In MySQL, When a row is added to or updated in a table, a data type ""timestamp"" automatically records the time.",2026-06-16 12:45:40.229,{Database},Technical,gfg,
279,What is the use of ENUMs in MySQL?,MySQL,Intermediate,"ENUM is a string object that can be used when creating tables to specify a set of predefined values. CREATE table size(name ENUM('Small', 'Medium', 'Large');",2026-06-16 12:45:40.229,{Database},Technical,gfg,
280,How can you control max size of heap in MySQL?,MySQL,Intermediate,MySQL config variable max_heap_table_size can be used to control the max size of heap. Syntax: SET max_heap_table_size = M,2026-06-16 12:45:40.229,{Database},Technical,gfg,
281,What is a view? How to create a view?,MySQL,Intermediate,"A database object that has no value is called view. Rows and columns exist in a view. A view is virtual table. it is created by combining one or more tables. The difference of a view and a table is that views are definition that build on other tables. If the underlying table changes, the View will also reflect those same changes. Syntax: CREATE VIEW view_name AS SELECT columns FROM tables [WHERE conditions];",2026-06-16 12:45:40.229,{Database},Technical,gfg,
282,Where MyISAM table will be stored and also give MyISAM formats of storage?,MySQL,Intermediate,Every MyISAM table is stored on disk. There are three storage formats can be used . The .frm file can be used to store table definition. The .MYD( MYData) extension can be used for data files. The .MYI(MYIndex) extension can be used to Index files.,2026-06-16 12:45:40.229,{Database},Technical,gfg,
283,How can we save images in MySQL?,MySQL,Intermediate,"In MySQL, Blobs can be used to store images. All database images are first converted into blobs then saved and then they will be added to the database, and finally, it will later be stored on the disk.",2026-06-16 12:45:40.229,{Database},Technical,gfg,
284,What are trigger and how many TRIGGERS are available in MySQL table?,MySQL,Intermediate,A trigger is a procedural code in a database. Triggers are automatically triggered when specific events occur on a particular table. During column updating triggers are invoked automatically. SIX triggers are available in MySQL table. BEFORE INSERT AFTER INSERT BEFORE UPDATE AFTER UPDATE BEFORE DELETE AFTER DELETE,2026-06-16 12:45:40.229,{Database},Technical,gfg,
285,What are the different characteristics of MySQL MyISAM Static and MyISAM Dynamic?,MySQL,Intermediate,"Width of all fields is fixed in MyISAM Static table whereas width of all fields is not fixed in MyISAM Dynamic. In MyISAM Dynamic table width will be like TEXT, BOLD, etc. In case of corruption MyISAM static table is easy to store.",2026-06-16 12:45:40.229,{Database},Technical,gfg,
286,What are Access Control Lists?,Database,Intermediate,A list of permissions known as an Access Control List is connected to an object. It is MySQL server security model helps in troubleshooting issues like users being unable to connect. MySQL holds the ACL's cached in memory. ACL's also called grant tables. MySQL verifies the authentication data and permissions against the ACLs. It predetermined order whenever a user tries to log in or execute a command.,2026-06-16 12:45:40.229,{MySQL},Technical,gfg,
554,How would you validate complex nested request bodies in Spring Boot using Hibernate Validator? Include example annotations and nested class behavior.,Java,Intermediate,"Hibernate Validator allows validating complex and nested request objects using annotations, ensuring all fields, including nested objects, meet specified constraints. Implementation Example: Java public class Order { @NotBlank ( message = ""Order ID is required"" ) private String orderId ; @Valid private Address address ; // Nested object } public class Address { @NotNull ( message = ""Street cannot be null"" ) private String street ; @NotBlank ( message = ""City cannot be blank"" ) private String city ; }",2026-06-16 12:45:40.229,"{""Hibernate Validator""}",Technical,gfg,
555,How does constructor-based injection differ from field injection in Spring Boot? Which is preferred and why?,Java,Advanced,"Field Injection: Uses @Autowired directly on fields; easy but not testable and violates immutability. Constructor Injection: Injects dependencies via constructor; promotes immutability, easier testing, and cleaner code.",2026-06-16 12:45:40.229,"{""Spring Boot""}",Technical,gfg,
556,How do you handle partial failures or degraded services in a microservice ecosystem? Describe a fallback strategy and graceful degradation approach.,Java,Intermediate,"Partial failures in microservices are managed using fallback strategies and graceful degradation. Implement fallback methods (e.g., with Resilience4j @CircuitBreaker) to return cached or default responses, notify users of limited functionality, and prevent cascading failures. Example: @CircuitBreaker(name = ""ratingService"", fallbackMethod = ""fallbackRatings"") public List<Rating> getRatings(...) { ... }",2026-06-16 12:45:40.229,{Resilience4j},Technical,gfg,
557,Compare REST and messaging in microservices. In what scenarios would you prefer asynchronous communication over synchronous? Illustrate with use cases.,Microservices,Advanced,"REST (Synchronous): Services communicate in real-time, expecting immediate responses. Simple but tightly coupled. Use-case: User login, checking order status. Messaging (Asynchronous): Services communicate via messages/events without waiting for immediate responses. Decoupled and scalable. Use-case: Order placed ->update inventory ->send email->update analytics (all handled asynchronously via Kafka).",2026-06-16 12:45:40.229,"{""RESTful API, Messaging""}",Technical,gfg,
558,"How is RestTemplate different from WebClient in Spring? Why is RestTemplate deprecated, and what are the advantages of WebClient?",Java,Intermediate,"In microservices, services often need to communicate over HTTP. Spring provides clients like RestTemplate and WebClient to handle these calls efficiently. Feature RestTemplate WebClient Style Blocking Non-blocking Support Deprecated Actively maintained Reactive Support No Yes Performance Thread per request Event loop (better scalability)",2026-06-16 12:45:40.229,"{""RestTemplate, WebClient""}",Technical,gfg,
559,Explain how Feign clients simplify HTTP communication in microservices. What are the potential pitfalls of using them?,Microservices,Advanced,Feign is a declarative HTTP client in Spring Cloud that simplifies inter-service communication by allowing developers to define REST clients as Java interfaces. How it Simplifies Communication: Reduces boilerplate code for REST calls. Integrates with Eureka for service discovery and Ribbon for load balancing. Supports fallback methods for resilience. Potential Pitfalls: Debugging is harder compared to traditional REST clients. Error handling must be explicitly configured. Requires fallback strategies to prevent cascading failures.,2026-06-16 12:45:40.229,"{""Feign Client""}",Technical,gfg,
560,Describe how Eureka Server and Eureka Client work together for service discovery. What happens during service registration and lookup?,Microservices,Intermediate,"Eureka is a service registry in Spring Cloud that enables dynamic service discovery for microservices, eliminating hardcoded URLs. How It Works: Service Registration: Eureka Client (microservice) registers itself with Eureka Server at startup, providing metadata like host, port, and health status. Service Lookup: Other services query Eureka Server to get the list of available instances for communication, enabling load balancing and fault tolerance. Benefits: Dynamic scaling of services. No need for hardcoded service URLs. Supports health checks and failover. application.yml: eureka: client: register-with-eureka: true fetch-registry: true",2026-06-16 12:45:40.229,"{""Eureka Server, Eureka Client""}",Technical,gfg,
296,How Does MongoDB Ensure High Availability and Scalability?,MongoDB,Intermediate,"MongoDB ensures high availability and scalability through its features like replica sets and sharding . Replica sets provide redundancy and failover capabilities by ensuring that data is always available. Sharding distributes data across multiple servers, enabling horizontal scalability to handle large volumes of data and high traffic loads.",2026-06-16 12:45:40.229,{Technical},Technical,gfg,
297,What is the role of _id in MongoDB documents?,MongoDB,Basic,_id uniquely identifies each document within a collection. It acts as the default primary key and helps in indexing and quick retrieval.,2026-06-16 12:45:40.229,{Technical},Technical,gfg,
298,How do you insert data into a collection?,MongoDB,Basic,"You can use the insertOne() or insertMany() methods. Example: db.users.insertOne({ name: “John”, age: 28 })",2026-06-16 12:45:40.229,{Technical},Technical,gfg,
299,"What is Sharding, and How Does It Work in MongoDB?",MongoDB,Intermediate,"Sharding is a method for distributing data across multiple servers in MongoDB. It allows for horizontal scaling by splitting large datasets into smaller, more manageable pieces called shards. Each shard is a separate database that holds a portion of the data. MongoDB automatically balances data and load across shards, ensuring efficient data distribution and high performance.",2026-06-16 12:45:40.229,{Technical},Technical,gfg,
300,How to Perform Basic Querying in MongoDB?,MongoDB,Basic,Basic querying in MongoDB involves using the find method to retrieve documents that match certain criteria. Example: db.collection.find({ age: { $gte: 20 } }) This query retrieves all documents from the collection where the age field is greater than or equal to 20.,2026-06-16 12:45:40.229,{Technical},Technical,gfg,
301,"What is an Index in MongoDB, and How to Create One?",MongoDB,Basic,"An index in MongoDB is a data structure that improves the speed of data retrieval operations on a collection. You can create an index using the createIndex method. For example, to create an index on the name field: db.collection.createIndex({ name: 1 })",2026-06-16 12:45:40.229,{Technical},Technical,gfg,
302,How Does MongoDB Handle Data Consistency?,MongoDB,Intermediate,"MongoDB provides several mechanisms to ensure data consistency: Journaling: MongoDB uses write-ahead logging to maintain data integrity. Write Concerns: Define how many nodes must acknowledge a write (e.g., primary only or primary + secondaries). Replica Sets: Replicate data across nodes to ensure availability and consistency, with read concerns controlling read consistency.",2026-06-16 12:45:40.229,{Technical},Technical,gfg,
12,What are args and *kwargs?,Python,Intermediate,"args: The special syntax args in function definitions is used to pass a variable number of arguments to a function. Python program to illustrate args for a variable number of arguments: Python def fun (  argv ): for arg in argv : print ( arg ) fun ( 'Hello' , 'Welcome' , 'to' , 'GeeksforGeeks' ) Output Hello Welcome to GeeksforGeeks kwargs: This syntax in function definitions is used to accept a variable number of keyword arguments. These arguments are collected into a dictionary, where the keys are the argument names and the values are the corresponding values. For example: Python def fun (  kwargs ): for k , val in kwargs . items (): print ( "" %s == %s "" % ( k , val )) # Driver code fun ( s1 = 'Geeks' , s2 = 'for' , s3 = 'Geeks' ) Output s1 == Geeks s2 == for s3 == Geeks",2026-06-16 12:45:40.229,{Python},Technical,gfg,
13,"What is a break, continue and pass in Python?",Python,Intermediate,"Break statement : Used to terminate the loop or statement in which it is present. After that, the control will pass to the statements that are present after the break statement, if available. Continue : is also a loop control statement just like the break statement. continue statement is opposite to that of the break statement, instead of terminating the loop, it forces to execute the next iteration of the loop. Pass : means performing no operation or in other words, it is a placeholder in the compound statement, where there should be a blank left and nothing has to be written there.",2026-06-16 12:45:40.229,{Python},Technical,gfg,
14,What is the difference between a Set and Dictionary?,Python,Intermediate,"A Python Set is an unordered collection data type that is iterable, mutable and has no duplicate elements. Python’s set class represents the mathematical notion of a set. Syntax : Defined using curly braces {} or the set() function. my_set = {1, 2, 3} Dictionary is a collection of key-value pairs used to store and retrieve data using unique keys. Dictionaries preserve insertion order. Syntax : Defined using curly braces {} with key-value pairs. my_dict = {""a"": 1, ""b"": 2, ""c"": 3}",2026-06-16 12:45:40.229,{Python},Technical,gfg,
